ID,z,up,gp,rp,ip,zp,Y,J,H,K,IRAC_1,IRAC_2,up_err,gp_err,rp_err,ip_err,zp_err,Y_err,J_err,H_err,K_err,IRAC_1_err,IRAC_2_err
2799,0.48,26.06,23.996,22.354,21.371,20.98,20.696,20.367,19.968,19.795,20.2,20.577,0.12,0.05,0.019,0.013,0.012,0.011,0.011,0.01,0.01,0.012,0.014
2808,0.5,23.013,22.806,22.324,21.959,22.102,21.64,21.844,21.626,21.586,26.37,26.37,0.016,0.024,0.019,0.016,0.017,0.014,0.015,0.014,0.014,-1,-1
2817,0.52,23.759,23.265,22.273,21.769,21.592,21.444,21.232,21.021,20.946,21.269,21.691,0.024,0.032,0.018,0.015,0.014,0.013,0.012,0.012,0.012,0.018,0.023
2826,0.56,26.249,23.869,22.306,21.114,20.728,20.407,20.073,19.596,19.462,19.66,20.161,0.122,0.048,0.019,0.012,0.011,0.011,0.011,0.01,0.01,0.011,0.012
2835,0.58,26.215,23.823,22.286,21.06,20.637,20.318,19.964,19.506,19.33,19.492,20.018,0.116,0.047,0.018,0.012,0.011,0.011,0.01,0.01,0.01,0.011,0.012
2844,0.6,24.281,23.643,22.306,21.611,21.336,21.143,20.759,20.302,20.176,20.318,20.847,0.032,0.039,0.019,0.014,0.013,0.012,0.011,0.011,0.011,0.013,0.015
2853,0.64,23.005,22.836,22.243,21.838,21.769,21.65,21.416,21.123,21.109,21.333,21.835,0.016,0.025,0.018,0.015,0.015,0.014,0.013,0.012,0.012,0.019,0.024
2862,0.82,22.699,22.596,22.272,21.688,21.448,21.427,21.228,20.889,20.736,20.85,21.338,0.014,0.021,0.018,0.014,0.013,0.013,0.012,0.012,0.011,0.015,0.019
2871,0.06,23.126,22.551,22.406,22.147,21.973,21.788,21.774,21.691,21.93,22.686,23.228,0.017,0.021,0.019,0.017,0.016,0.015,0.015,0.014,0.016,0.043,0.06
2880,0.08,23.046,22.542,22.409,22.158,22.222,22.056,22.007,21.946,22.088,26.37,26.37,0.016,0.02,0.02,0.017,0.018,0.016,0.016,0.016,0.017,-1,-1
2889,0.12,23.063,22.526,22.451,22.039,22.161,21.935,21.978,21.927,21.979,26.37,26.37,0.016,0.021,0.02,0.017,0.017,0.016,0.016,0.015,0.016,-1,-1
2898,0.14,23.065,22.608,22.369,22.097,22.213,22.032,22.007,21.911,21.989,26.37,26.37,0.017,0.022,0.019,0.017,0.018,0.016,0.016,0.016,0.016,-1,-1
2907,0.16,23.262,22.736,22.408,22.251,22.291,22.174,22.065,21.986,22.034,26.37,26.37,0.018,0.023,0.019,0.018,0.018,0.017,0.016,0.016,0.016,-1,-1
2916,0.18,23.241,22.79,22.418,22.288,22.315,22.238,22.096,22.06,22.074,26.37,26.37,0.018,0.024,0.02,0.018,0.019,0.018,0.016,0.016,0.017,-1,-1
2925,0.22,23.214,22.751,22.373,22.236,22.282,22.219,21.88,21.955,21.942,26.37,26.37,0.018,0.024,0.019,0.018,0.018,0.018,0.015,0.016,0.016,-1,-1
2934,0.24,23.437,22.895,22.391,22.294,22.081,21.955,21.723,21.719,21.711,22.414,22.871,0.02,0.025,0.019,0.018,0.017,0.016,0.014,0.014,0.014,0.036,0.045
2943,0.26,23.466,22.945,22.347,22.287,22.159,21.973,21.742,21.712,21.695,22.426,22.794,0.02,0.026,0.019,0.019,0.017,0.016,0.014,0.014,0.014,0.036,0.045
2952,0.28,23.527,23.01,22.434,22.331,22.187,21.999,21.76,21.736,21.702,22.453,22.748,0.02,0.026,0.02,0.019,0.017,0.016,0.015,0.014,0.014,0.036,0.044
2961,0.3,23.472,22.917,22.366,22.298,22.091,21.935,21.681,21.649,21.614,22.345,22.641,0.02,0.026,0.019,0.018,0.017,0.016,0.014,0.014,0.014,0.034,0.041
2970,0.3,23.383,22.987,22.457,22.43,22.174,22.306,22.116,22.074,21.986,26.37,26.37,0.019,0.027,0.02,0.02,0.017,0.018,0.017,0.017,0.016,-1,-1
2979,0.32,23.311,22.92,22.436,22.39,22.18,22.257,22.024,21.969,21.898,26.37,26.37,0.019,0.026,0.019,0.02,0.017,0.018,0.016,0.016,0.015,-1,-1
2988,0.34,23.425,22.936,22.38,22.264,22.129,21.978,21.69,21.641,21.589,22.266,22.611,0.02,0.027,0.019,0.018,0.017,0.016,0.014,0.014,0.014,0.033,0.039
2997,0.36,23.944,23.312,22.396,22.058,21.857,21.721,21.552,21.409,21.234,21.982,22.184,0.027,0.032,0.019,0.017,0.015,0.015,0.014,0.013,0.012,0.027,0.031
3006,0.36,23.268,22.839,22.381,22.498,22.099,22.193,21.896,21.93,21.816,26.37,26.37,0.018,0.025,0.019,0.02,0.017,0.017,0.015,0.016,0.015,-1,-1
3015,0.38,23.36,23.001,22.352,22.254,22.102,21.938,21.707,21.566,21.508,22.219,22.474,0.019,0.027,0.019,0.018,0.017,0.016,0.014,0.014,0.013,0.031,0.036
3024,0.4,23.407,22.982,22.374,22.16,22.085,21.932,21.651,21.531,21.487,22.197,22.419,0.019,0.027,0.019,0.018,0.017,0.016,0.014,0.014,0.013,0.03,0.035
3033,0.42,23.328,23.038,22.399,22.132,22.079,21.911,21.654,21.513,21.462,22.088,22.372,0.019,0.027,0.019,0.017,0.017,0.016,0.014,0.013,0.013,0.029,0.034
3042,0.44,23.336,23.009,22.341,22.117,22.069,21.883,21.68,21.473,21.415,22.049,22.297,0.019,0.027,0.019,0.017,0.016,0.015,0.014,0.013,0.013,0.028,0.033
3051,0.48,23.913,23.337,22.404,21.934,21.765,21.599,21.423,21.232,21.103,21.543,21.897,0.026,0.034,0.019,0.016,0.015,0.014,0.013,0.012,0.012,0.021,0.025
3060,0.5,26.5,24.048,22.417,21.412,21.038,20.731,20.415,19.988,19.824,20.14,20.579,0.132,0.053,0.02,0.013,0.012,0.011,0.011,0.01,0.01,0.012,0.014
3069,0.5,23.301,23.124,22.399,22.064,22.028,21.874,21.664,21.417,21.399,21.896,22.192,0.018,0.028,0.019,0.017,0.016,0.015,0.014,0.013,0.013,0.025,0.031
3078,0.52,23.249,23.033,22.371,22.049,22.036,21.861,21.65,21.41,21.373,21.782,22.157,0.018,0.028,0.019,0.016,0.016,0.015,0.014,0.013,0.013,0.024,0.03
3087,0.54,24.494,23.744,22.444,21.839,21.567,21.358,21.003,20.573,20.435,20.726,21.144,0.037,0.043,0.02,0.015,0.014,0.013,0.012,0.011,0.011,0.015,0.017
3096,0.56,24.379,23.687,22.363,21.73,21.463,21.243,20.861,20.423,20.314,20.59,21.033,0.034,0.041,0.019,0.014,0.013,0.012,0.012,0.011,0.011,0.014,0.016
3105,0.58,24.35,23.642,22.39,21.734,21.445,21.249,20.87,20.436,20.286,20.51,20.983,0.034,0.042,0.019,0.014,0.013,0.012,0.012,0.011,0.011,0.013,0.016
3114,0.58,23.245,23.129,22.452,22.056,22.044,21.896,21.665,21.363,21.368,21.754,22.097,0.018,0.029,0.02,0.017,0.016,0.015,0.014,0.013,0.013,0.023,0.029
3123,0.64,24.382,23.686,22.424,21.651,21.434,21.186,20.809,20.331,20.169,20.281,20.831,0.033,0.042,0.02,0.014,0.013,0.012,0.011,0.011,0.011,0.013,0.015
3132,0.66,24.196,23.64,22.343,21.562,21.267,21.05,20.681,20.203,20.033,20.098,20.671,0.03,0.039,0.019,0.014,0.013,0.012,0.011,0.011,0.011,0.012,0.014
3141,0.7,24.119,23.522,22.357,21.495,21.176,20.954,20.616,20.145,19.917,19.935,20.544,0.029,0.038,0.019,0.013,0.012,0.012,0.011,0.011,0.01,0.012,0.013
3150,0.78,23.997,23.524,22.448,21.455,21.06,20.808,20.493,20,19.737,19.721,20.236,0.027,0.037,0.02,0.013,0.012,0.011,0.011,0.01,0.01,0.011,0.012
3159,0.06,23.246,22.672,22.492,22.282,22.092,21.921,21.88,21.815,22.032,22.814,23.333,0.018,0.023,0.02,0.018,0.017,0.016,0.015,0.015,0.016,0.046,0.065
3168,0.1,23.289,22.629,22.433,22.231,22.041,21.897,21.778,21.737,21.881,22.641,23.172,0.019,0.022,0.02,0.018,0.017,0.015,0.015,0.015,0.016,0.042,0.057
3177,0.12,23.045,22.556,22.469,22.097,22.189,21.962,21.983,21.923,22.008,26.37,26.37,0.016,0.021,0.02,0.017,0.018,0.016,0.016,0.016,0.016,-1,-1
3186,0.14,23.237,22.755,22.535,22.251,22.359,22.173,22.147,22.066,22.135,26.37,26.37,0.018,0.024,0.021,0.018,0.019,0.017,0.017,0.017,0.017,-1,-1
3195,0.18,23.543,22.907,22.554,22.343,22.25,22.049,21.856,21.849,21.91,22.675,22.908,0.021,0.025,0.021,0.019,0.018,0.016,0.015,0.015,0.015,0.041,0.053
3204,0.22,24.638,23.264,22.527,22.181,21.93,21.68,21.318,21.201,21.071,21.831,22.175,0.039,0.032,0.021,0.017,0.016,0.014,0.013,0.012,0.012,0.025,0.03
3213,0.24,24.603,23.363,22.529,22.168,21.913,21.663,21.321,21.194,21.011,21.839,22.102,0.039,0.033,0.021,0.017,0.016,0.014,0.013,0.012,0.012,0.025,0.028
3222,0.26,23.418,22.982,22.48,22.389,22.258,22.337,22.16,22.123,22.017,26.37,26.37,0.02,0.027,0.02,0.02,0.018,0.019,0.017,0.017,0.016,-1,-1
3231,0.28,23.604,23.061,22.527,22.482,22.256,22.114,21.835,21.83,21.795,22.513,22.882,0.022,0.028,0.021,0.02,0.018,0.017,0.015,0.015,0.015,0.038,0.047
3240,0.3,23.483,23.088,22.598,22.528,22.295,22.416,22.217,22.183,22.049,26.37,26.37,0.02,0.028,0.021,0.021,0.018,0.019,0.018,0.017,0.017,-1,-1
3249,0.32,23.489,23.014,22.538,22.609,22.196,22.359,22.018,22.092,22.03,26.37,26.37,0.02,0.027,0.021,0.022,0.018,0.019,0.016,0.017,0.016,-1,-1
3258,0.34,24.155,23.359,22.476,22.226,22.039,21.881,21.716,21.579,21.403,22.209,22.422,0.03,0.034,0.02,0.018,0.016,0.015,0.014,0.014,0.013,0.03,0.034
3267,0.34,23.414,22.939,22.489,22.588,22.178,22.282,21.964,22.003,21.951,26.37,26.37,0.019,0.026,0.02,0.021,0.017,0.018,0.016,0.016,0.016,-1,-1
3276,0.36,24.641,23.552,22.493,22.1,21.837,21.585,21.235,20.976,20.764,21.536,21.738,0.041,0.038,0.02,0.017,0.015,0.014,0.012,0.012,0.011,0.021,0.023
3285,0.38,23.473,23.045,22.477,22.336,22.181,22.025,21.763,21.659,21.609,22.327,22.614,0.02,0.029,0.02,0.019,0.018,0.016,0.015,0.014,0.014,0.033,0.039
3294,0.38,23.301,23.016,22.488,22.412,22.214,22.19,22.044,21.984,21.888,26.37,26.37,0.019,0.027,0.02,0.02,0.018,0.018,0.016,0.016,0.015,-1,-1
3303,0.4,23.213,22.871,22.515,22.346,22.109,22.134,21.964,21.889,21.777,26.37,26.37,0.018,0.025,0.02,0.019,0.017,0.017,0.016,0.015,0.015,-1,-1
3312,0.42,23.261,23.046,22.528,22.275,22.213,22.199,22.076,21.907,21.854,26.37,26.37,0.018,0.028,0.021,0.018,0.018,0.018,0.017,0.016,0.015,-1,-1
3321,0.46,26.417,24.133,22.467,21.624,21.242,20.942,20.597,20.232,20.046,20.503,20.85,0.131,0.057,0.02,0.014,0.012,0.012,0.011,0.011,0.011,0.013,0.015
3330,0.46,23.268,23.073,22.484,22.191,22.209,22.102,22.067,21.916,21.864,26.37,26.37,0.018,0.028,0.021,0.018,0.018,0.017,0.017,0.015,0.015,-1,-1
3339,0.5,24.005,23.394,22.467,22.004,21.831,21.673,21.467,21.307,21.174,21.593,21.974,0.027,0.036,0.02,0.016,0.015,0.014,0.013,0.013,0.012,0.021,0.026
3348,0.52,23.399,23.132,22.488,22.139,22.092,21.966,21.717,21.442,21.483,21.892,22.276,0.019,0.03,0.02,0.017,0.017,0.016,0.014,0.013,0.013,0.026,0.032
3357,0.54,24.569,23.818,22.554,21.94,21.673,21.47,21.098,20.669,20.533,20.838,21.257,0.039,0.046,0.021,0.016,0.014,0.013,0.012,0.011,0.011,0.015,0.018
3366,0.56,23.353,23.188,22.533,22.16,22.121,21.972,21.723,21.467,21.458,21.819,22.178,0.019,0.03,0.02,0.017,0.017,0.016,0.015,0.013,0.013,0.025,0.031
3375,0.58,24.535,23.773,22.465,21.776,21.533,21.282,20.948,20.479,20.335,20.556,21.028,0.036,0.043,0.02,0.015,0.014,0.013,0.012,0.011,0.011,0.014,0.016
3384,0.58,23.087,22.978,22.434,22.11,22.201,21.85,21.955,21.742,21.703,26.37,26.37,0.017,0.027,0.02,0.017,0.018,0.015,0.016,0.015,0.014,-1,-1
3393,0.64,26.182,24.043,22.477,21.074,20.658,20.25,19.904,19.44,19.232,19.304,19.861,0.115,0.053,0.02,0.012,0.011,0.011,0.01,0.01,0.01,0.011,0.012
3402,0.68,24.299,23.672,22.506,21.641,21.354,21.119,20.764,20.285,20.111,20.169,20.712,0.032,0.042,0.02,0.014,0.013,0.012,0.011,0.011,0.011,0.012,0.014
3411,0.72,23.16,22.997,22.533,22.255,21.885,22.134,21.966,21.604,21.674,21.794,26.37,0.017,0.027,0.021,0.018,0.015,0.017,0.016,0.014,0.014,0.024,-1
3420,0.88,22.83,22.731,22.484,21.845,21.629,21.571,21.357,21.049,20.863,20.901,21.337,0.015,0.023,0.02,0.015,0.014,0.014,0.013,0.012,0.012,0.016,0.019
3429,0.08,23.193,22.611,22.576,22.257,22.325,22.173,22.128,22.056,22.206,26.37,26.37,0.017,0.022,0.021,0.018,0.019,0.017,0.017,0.017,0.018,-1,-1
3438,0.12,23.169,22.629,22.647,22.219,22.328,22.126,22.119,22.07,22.16,26.37,26.37,0.018,0.023,0.022,0.018,0.019,0.017,0.017,0.017,0.017,-1,-1
3447,0.14,23.478,22.914,22.648,22.422,22.519,22.409,22.261,22.225,22.31,26.37,26.37,0.02,0.026,0.022,0.02,0.02,0.019,0.018,0.018,0.019,-1,-1
3456,0.16,23.373,22.981,22.647,22.4,22.494,22.322,22.237,22.213,22.253,26.37,26.37,0.019,0.026,0.022,0.02,0.02,0.019,0.018,0.018,0.018,-1,-1
3465,0.18,23.499,22.997,22.643,22.472,22.511,22.436,22.278,22.244,22.266,26.37,26.37,0.021,0.027,0.022,0.02,0.021,0.02,0.018,0.018,0.018,-1,-1
3474,0.2,23.502,23.005,22.632,22.479,22.503,22.456,22.316,22.252,22.246,26.37,26.37,0.021,0.027,0.022,0.02,0.021,0.02,0.019,0.018,0.018,-1,-1
3483,0.22,23.478,23.009,22.613,22.436,22.493,22.443,22.13,22.218,22.173,26.37,26.37,0.02,0.027,0.022,0.02,0.02,0.02,0.017,0.018,0.017,-1,-1
3492,0.24,24.569,23.431,22.547,22.204,21.947,21.693,21.346,21.226,21.073,21.911,22.137,0.041,0.034,0.021,0.018,0.016,0.014,0.013,0.012,0.012,0.025,0.029
3501,0.26,24.703,23.386,22.585,22.202,21.968,21.746,21.357,21.189,21.039,21.923,22.091,0.042,0.036,0.021,0.018,0.016,0.014,0.013,0.012,0.012,0.025,0.029
3510,0.26,23.643,23.06,22.565,22.449,22.305,22.142,21.928,21.904,21.875,22.602,22.896,0.022,0.028,0.021,0.02,0.019,0.017,0.015,0.015,0.015,0.04,0.05
3519,0.26,23.551,23.122,22.637,22.506,22.4,22.424,22.244,22.217,22.162,26.37,26.37,0.021,0.029,0.022,0.021,0.019,0.02,0.018,0.018,0.017,-1,-1
3528,0.3,23.509,23.035,22.548,22.534,22.3,22.4,22.232,22.171,22.114,26.37,26.37,0.02,0.029,0.021,0.021,0.018,0.019,0.018,0.017,0.017,-1,-1
3537,0.3,23.546,23.154,22.629,22.641,22.363,22.476,22.25,22.219,22.149,26.37,26.37,0.021,0.03,0.022,0.022,0.019,0.02,0.018,0.018,0.017,-1,-1
3546,0.32,23.505,23.086,22.638,22.723,22.293,22.436,22.099,22.223,22.114,26.37,26.37,0.021,0.029,0.022,0.023,0.018,0.02,0.017,0.018,0.017,-1,-1
3555,0.34,23.646,23.245,22.573,22.539,22.326,22.192,21.948,21.855,21.796,22.544,22.809,0.022,0.031,0.022,0.021,0.019,0.018,0.016,0.015,0.015,0.038,0.045
3564,0.36,23.709,23.199,22.602,22.544,22.407,22.215,21.951,21.849,21.777,22.471,22.742,0.022,0.031,0.022,0.021,0.019,0.018,0.016,0.015,0.015,0.037,0.044
3573,0.38,23.637,23.279,22.619,22.514,22.33,22.189,21.942,21.798,21.765,22.445,22.741,0.022,0.032,0.022,0.02,0.019,0.018,0.016,0.015,0.015,0.036,0.043
3582,0.4,23.581,23.149,22.617,22.389,22.297,22.119,21.892,21.75,21.697,22.348,22.564,0.021,0.031,0.022,0.019,0.018,0.017,0.015,0.015,0.014,0.034,0.04
3591,0.42,23.584,23.226,22.597,22.369,22.297,22.133,21.861,21.724,21.671,22.259,22.537,0.021,0.031,0.021,0.019,0.018,0.017,0.015,0.014,0.014,0.033,0.039
3600,0.44,23.467,23.172,22.587,22.266,22.221,22.065,21.834,21.645,21.594,22.215,22.558,0.02,0.03,0.021,0.018,0.018,0.017,0.015,0.014,0.014,0.031,0.037
3609,0.46,26.182,24.237,22.516,21.711,21.317,21.029,20.689,20.292,20.134,20.594,20.889,0.139,0.061,0.021,0.014,0.013,0.012,0.011,0.011,0.011,0.014,0.016
3618,0.46,23.517,23.323,22.605,22.298,22.254,22.115,21.887,21.688,21.645,22.207,22.526,0.021,0.032,0.022,0.019,0.018,0.017,0.015,0.014,0.014,0.031,0.037
3627,0.48,24.665,23.834,22.582,22.062,21.813,21.58,21.188,20.827,20.67,21.119,21.455,0.042,0.046,0.021,0.016,0.015,0.014,0.012,0.011,0.011,0.017,0.02
3636,0.5,26.61,24.286,22.626,21.604,21.21,20.923,20.592,20.16,19.997,20.342,20.786,0.15,0.06,0.022,0.014,0.012,0.012,0.011,0.011,0.01,0.013,0.015
3645,0.5,23.287,23.048,22.636,22.257,22.341,21.908,22.103,21.89,21.864,26.37,26.37,0.018,0.028,0.022,0.018,0.019,0.015,0.017,0.015,0.015,-1,-1
3654,0.52,23.504,23.27,22.604,22.247,22.215,22.058,21.812,21.575,21.567,22.039,22.359,0.02,0.032,0.021,0.018,0.018,0.017,0.015,0.014,0.014,0.027,0.034
3663,0.54,24.157,23.611,22.642,22.13,21.953,21.815,21.594,21.374,21.273,21.577,22.014,0.029,0.04,0.022,0.017,0.016,0.015,0.014,0.013,0.013,0.021,0.027
3672,0.56,24.676,23.893,22.6,21.966,21.707,21.457,21.09,20.699,20.547,20.788,21.253,0.04,0.048,0.022,0.016,0.014,0.013,0.012,0.011,0.011,0.015,0.018
3681,0.56,23.235,23.159,22.642,22.245,22.325,22.002,22.103,21.933,21.851,26.37,26.37,0.018,0.03,0.022,0.018,0.019,0.016,0.017,0.016,0.015,-1,-1
3690,0.58,23.307,23.138,22.59,22.241,22.419,21.921,22.111,21.768,21.86,26.37,26.37,0.018,0.029,0.022,0.018,0.02,0.016,0.017,0.015,0.015,-1,-1
3699,0.6,23.425,23.326,22.635,22.218,22.176,22.079,21.816,21.527,21.509,21.842,22.206,0.02,0.032,0.022,0.018,0.018,0.017,0.015,0.014,0.014,0.025,0.032
3708,0.62,23.348,23.237,22.555,22.142,22.121,21.95,21.74,21.44,21.41,21.67,22.17,0.019,0.03,0.021,0.017,0.017,0.016,0.015,0.013,0.013,0.023,0.029
3717,0.64,23.305,23.174,22.595,22.12,22.084,21.989,21.733,21.439,21.392,21.703,22.149,0.019,0.03,0.021,0.017,0.017,0.016,0.015,0.013,0.013,0.022,0.029
3726,0.68,24.366,23.751,22.593,21.709,21.435,21.215,20.85,20.349,20.164,20.21,20.811,0.034,0.044,0.021,0.014,0.013,0.012,0.012,0.011,0.011,0.012,0.015
3735,0.72,23.146,23.047,22.573,22.041,21.848,21.865,21.622,21.298,21.241,21.39,21.935,0.017,0.028,0.021,0.017,0.015,0.015,0.014,0.013,0.012,0.019,0.025
3744,0.8,23.031,22.934,22.542,22.011,21.753,21.736,21.505,21.191,21.072,21.177,21.67,0.016,0.026,0.021,0.016,0.015,0.015,0.014,0.012,0.012,0.017,0.022
3753,0.04,23.396,22.909,22.69,22.657,22.631,22.445,22.404,22.333,22.572,26.37,26.37,0.019,0.026,0.023,0.022,0.022,0.02,0.02,0.019,0.021,-1,-1
3762,0.08,23.269,22.736,22.659,22.404,22.436,22.291,22.234,22.171,22.311,26.37,26.37,0.018,0.023,0.022,0.019,0.02,0.018,0.018,0.017,0.019,-1,-1
3771,0.12,23.605,23,22.708,22.485,22.368,22.138,22.041,22.019,22.152,22.866,23.313,0.022,0.026,0.023,0.021,0.019,0.017,0.016,0.016,0.017,0.048,0.066
3780,0.12,23.427,22.807,22.678,22.379,22.468,22.291,22.267,22.224,22.318,26.37,26.37,0.02,0.024,0.022,0.019,0.02,0.019,0.018,0.018,0.018,-1,-1
3789,0.14,23.489,22.886,22.659,22.436,22.501,22.416,22.31,22.234,22.293,26.37,26.37,0.02,0.026,0.022,0.02,0.02,0.019,0.018,0.018,0.019,-1,-1
3798,0.18,23.67,23.117,22.777,22.585,22.643,22.532,22.373,22.324,22.37,26.37,26.37,0.022,0.029,0.023,0.021,0.022,0.021,0.019,0.019,0.019,-1,-1
3807,0.2,23.575,23.084,22.716,22.542,22.596,22.548,22.378,22.298,22.301,26.37,26.37,0.022,0.029,0.023,0.021,0.022,0.021,0.019,0.019,0.019,-1,-1
3816,0.22,23.524,23.033,22.659,22.536,22.592,22.497,22.185,22.272,22.253,26.37,26.37,0.021,0.028,0.022,0.021,0.021,0.02,0.018,0.018,0.018,-1,-1
3825,0.24,23.794,23.19,22.722,22.647,22.448,22.316,22.031,22.053,22.073,22.775,23.168,0.024,0.03,0.023,0.022,0.02,0.018,0.016,0.016,0.016,0.044,0.057
3834,0.24,23.545,23.104,22.649,22.618,22.506,22.545,22.359,22.3,22.246,26.37,26.37,0.021,0.029,0.022,0.021,0.021,0.021,0.019,0.018,0.018,-1,-1
3843,0.26,23.775,23.181,22.682,22.593,22.45,22.299,22.011,22.014,22.013,22.753,23.031,0.024,0.031,0.023,0.022,0.02,0.018,0.016,0.016,0.016,0.043,0.054
3852,0.28,23.668,23.088,22.627,22.641,22.319,22.559,22.142,22.31,22.233,26.37,26.37,0.022,0.029,0.022,0.022,0.019,0.021,0.017,0.018,0.018,-1,-1
3861,0.3,24.897,23.671,22.777,22.381,22.093,21.854,21.486,21.291,21.102,21.915,22.125,0.047,0.041,0.023,0.019,0.017,0.015,0.013,0.013,0.012,0.026,0.029
3870,0.3,23.736,23.196,22.663,22.592,22.419,22.266,21.979,21.938,21.955,22.63,23.067,0.023,0.031,0.022,0.021,0.02,0.018,0.016,0.016,0.016,0.041,0.05
3879,0.32,23.76,23.305,22.74,22.614,22.49,22.296,22.067,22.024,21.95,22.721,22.928,0.024,0.033,0.023,0.022,0.02,0.019,0.016,0.016,0.016,0.042,0.05
3888,0.34,23.762,23.285,22.72,22.594,22.439,22.285,22.037,21.969,21.898,22.65,22.909,0.024,0.033,0.023,0.022,0.02,0.018,0.016,0.016,0.015,0.04,0.048
3897,0.36,26.219,24.4,22.639,22.026,21.706,21.433,21.083,20.782,20.548,21.31,21.486,0.115,0.064,0.023,0.016,0.014,0.013,0.012,0.011,0.011,0.019,0.02
3906,0.36,23.615,23.289,22.7,22.747,22.459,22.516,22.322,22.282,22.194,26.37,26.37,0.022,0.032,0.023,0.023,0.02,0.021,0.019,0.018,0.017,-1,-1
3915,0.38,23.719,23.348,22.755,22.651,22.461,22.312,22.02,21.926,21.887,22.562,22.825,0.024,0.034,0.023,0.022,0.02,0.018,0.016,0.016,0.015,0.039,0.046
3924,0.4,23.495,23.186,22.683,22.586,22.411,22.414,22.273,22.193,22.05,26.37,26.37,0.021,0.031,0.023,0.021,0.019,0.019,0.018,0.017,0.017,-1,-1
3933,0.42,23.588,23.242,22.672,22.392,22.311,22.174,21.944,21.783,21.7,22.373,22.697,0.022,0.032,0.022,0.02,0.019,0.017,0.016,0.015,0.014,0.034,0.04
3942,0.44,24.817,23.939,22.643,22.18,21.976,21.732,21.365,21.011,20.868,21.4,21.679,0.046,0.048,0.022,0.018,0.016,0.014,0.013,0.012,0.012,0.019,0.023
3951,0.44,23.445,23.193,22.658,22.366,22.383,22.336,22.221,22.045,21.997,26.37,26.37,0.02,0.03,0.022,0.019,0.019,0.019,0.018,0.017,0.016,-1,-1
3960,0.46,23.42,23.152,22.725,22.408,22.416,22.276,22.17,22.063,21.99,26.37,26.37,0.02,0.03,0.023,0.019,0.02,0.018,0.018,0.017,0.016,-1,-1
3969,0.48,24.795,24.02,22.735,22.2,21.982,21.752,21.364,20.98,20.847,21.322,21.628,0.047,0.051,0.023,0.018,0.016,0.015,0.013,0.012,0.012,0.018,0.022
3978,0.5,24.789,23.919,22.662,22.129,21.865,21.645,21.254,20.882,20.739,21.113,21.48,0.044,0.049,0.022,0.017,0.015,0.014,0.013,0.012,0.011,0.017,0.021
3987,0.52,26.636,24.259,22.651,21.608,21.23,20.897,20.585,20.132,19.991,20.282,20.714,0.158,0.062,0.023,0.014,0.012,0.012,0.011,0.011,0.01,0.013,0.014
3996,0.52,24.265,23.778,22.775,22.27,22.076,21.911,21.707,21.516,21.385,21.765,22.241,0.032,0.043,0.023,0.018,0.017,0.016,0.014,0.013,0.013,0.024,0.03
4005,0.54,23.542,23.433,22.664,22.342,22.335,22.167,21.933,21.658,21.626,22.019,22.411,0.021,0.034,0.022,0.019,0.019,0.017,0.016,0.014,0.014,0.028,0.035
4014,0.56,23.573,23.364,22.729,22.351,22.308,22.221,21.954,21.688,21.667,22.027,22.423,0.021,0.035,0.023,0.019,0.019,0.018,0.016,0.014,0.014,0.028,0.035
4023,0.58,24.677,23.951,22.65,22.005,21.745,21.52,21.165,20.699,20.57,20.794,21.281,0.041,0.05,0.023,0.016,0.015,0.014,0.012,0.011,0.011,0.015,0.018
4032,0.58,23.307,23.23,22.719,22.329,22.402,22.07,22.185,22.013,21.955,26.37,26.37,0.019,0.031,0.023,0.019,0.02,0.017,0.017,0.016,0.016,-1,-1
4041,0.6,23.299,23.273,22.706,22.348,22.421,22.09,22.176,21.943,21.922,26.37,26.37,0.018,0.031,0.023,0.019,0.02,0.017,0.017,0.016,0.016,-1,-1
4050,0.62,24.029,23.608,22.702,22.022,21.884,21.707,21.492,21.282,21.171,21.321,21.876,0.028,0.04,0.023,0.017,0.015,0.014,0.013,0.013,0.012,0.019,0.025
4059,0.64,24.509,24.022,22.687,21.912,21.635,21.403,21.073,20.571,20.4,20.525,21.048,0.038,0.049,0.023,0.016,0.014,0.013,0.012,0.011,0.011,0.013,0.017
4068,0.66,24.497,23.791,22.645,21.847,21.567,21.358,20.985,20.49,20.324,20.419,20.996,0.037,0.048,0.022,0.015,0.014,0.013,0.012,0.011,0.011,0.013,0.016
4077,0.68,24.461,23.883,22.676,21.841,21.537,21.298,20.952,20.456,20.284,20.34,20.9,0.036,0.047,0.022,0.015,0.014,0.013,0.012,0.011,0.011,0.013,0.015
4086,0.76,23.246,23.098,22.737,22.196,21.962,21.97,21.75,21.419,21.326,21.454,21.975,0.018,0.029,0.023,0.018,0.016,0.016,0.015,0.013,0.013,0.02,0.026
4095,0.88,23.033,22.916,22.729,22.063,21.814,21.741,21.554,21.23,21.077,21.133,21.525,0.016,0.026,0.023,0.016,0.015,0.015,0.014,0.012,0.012,0.017,0.021
4104,0.04,23.415,22.945,22.783,22.738,22.645,22.495,22.44,22.339,22.618,26.37,26.37,0.02,0.026,0.024,0.023,0.022,0.021,0.02,0.019,0.022,-1,-1
4113,0.1,23.628,22.98,22.79,22.582,22.369,22.212,22.132,22.073,22.242,22.907,23.552,0.022,0.027,0.024,0.021,0.019,0.018,0.017,0.017,0.018,0.052,0.072
